Longitude,Latitude,HouseAge,AveRooms,AveBedrms,Population,AveOccup,MedInc,ocean_proximity,actual,predicted,residual,abs_error,pct_error,severity
-118.42,34.14,27.0,3990.0,892.0,1417.0,800.0,4.0439,,500001.0,393837.90127934254,106163.09872065746,106163.09872065746,0.21232577278976936,high
-118.84,34.11,12.0,7508.0,1058.0,2484.0,965.0,5.8788,,500001.0,356021.14386966877,143979.85613033123,143979.85613033123,0.2879591363423898,severe
-118.28,34.11,45.0,1607.0,331.0,633.0,332.0,3.1445,,438300.0,229032.69883212322,209267.30116787678,209267.30116787678,0.47745220435290164,severe
-119.55,34.38,17.0,1951.0,368.0,681.0,350.0,2.7275,,500001.0,302019.38030875614,197981.61969124386,197981.61969124386,0.3959624474575928,severe
-118.38,33.83,35.0,2152.0,454.0,902.0,414.0,4.5179,,427200.0,340882.1644089507,86317.83559104928,86317.83559104928,0.20205485859328015,high
-121.01,37.64,52.0,201.0,35.0,74.0,22.0,1.3036,,75000.0,160815.05036367427,-85815.05036367427,85815.05036367427,1.144200671515657,high
-120.1,39.19,18.0,3824.0,559.0,241.0,106.0,5.5456,,360000.0,214221.24202605544,145778.75797394456,145778.75797394456,0.4049409943720682,severe
-118.38,34.03,43.0,912.0,255.0,705.0,246.0,2.6402,,185700.0,263745.8786592034,-78045.87865920342,78045.87865920342,0.42027936811633504,high
-122.28,37.85,52.0,610.0,145.0,281.0,132.0,2.9018,,119400.0,199231.99950240896,-79831.99950240896,79831.99950240896,0.6686097110754519,high
-121.12,35.58,16.0,4109.0,798.0,1298.0,626.0,3.4799,,320800.0,191685.8149656883,129114.1850343117,129114.1850343117,0.4024756391343881,high
-119.11,34.17,37.0,470.0,105.0,522.0,83.0,2.0368,,243800.0,170179.38057508296,73620.61942491704,73620.61942491704,0.3019713676165588,high
-117.76,35.22,4.0,18.0,3.0,8.0,6.0,1.625,,275000.0,164779.00352322822,110220.99647677178,110220.99647677178,0.40080362355189736,high
-119.7,34.42,52.0,329.0,109.0,291.0,102.0,1.4722,,350000.0,265118.3274600464,84881.67253995361,84881.67253995361,0.24251906439986745,high
-122.53,37.5,19.0,4768.0,807.0,2199.0,805.0,6.1896,,331100.0,421446.4261764622,-90346.4261764622,90346.4261764622,0.2728674907171918,high
-117.17,32.7,33.0,4084.0,897.0,1804.0,833.0,4.0488,,409700.0,251535.93305884927,158164.06694115073,158164.06694115073,0.38604849143556436,severe
-119.69,36.73,30.0,2437.0,349.0,1005.0,380.0,7.2211,,171700.0,278531.30963003903,-106831.30963003903,106831.30963003903,0.6221974934772221,high
-122.0,37.0,16.0,32.0,4.0,36.0,5.0,2.625,,137500.0,515656.8571093413,-378156.8571093413,378156.8571093413,2.7502316880679367,severe
-122.13,37.43,40.0,3454.0,648.0,1498.0,647.0,5.2114,,438400.0,345714.68503908603,92685.31496091397,92685.31496091397,0.21141723303128185,high
-121.52,38.65,17.0,1269.0,233.0,494.0,231.0,3.9615,,331300.0,146741.8891950547,184558.1108049453,184558.1108049453,0.5570724745093428,severe
-118.01,34.13,36.0,1332.0,217.0,648.0,203.0,4.7159,,365900.0,286591.30378095567,79308.69621904433,79308.69621904433,0.21674964804330235,high
-116.77,32.82,16.0,3688.0,817.0,1969.0,767.0,2.875,,222900.0,140691.77218388644,82208.22781611356,82208.22781611356,0.36881214812074276,high
-118.76,34.13,10.0,4355.0,716.0,2030.0,674.0,6.5571,,500001.0,380051.80332014075,119949.19667985925,119949.19667985925,0.23989791356389137,high
-121.48,36.49,28.0,1006.0,228.0,738.0,193.0,1.9722,,210700.0,134876.32115176594,75823.67884823406,75823.67884823406,0.3598655854211394,high
-118.4,34.05,26.0,4473.0,923.0,1518.0,805.0,5.0762,,500001.0,403189.3414683473,96811.6585316527,96811.6585316527,0.19362292981744578,high
-122.2,37.43,22.0,3294.0,744.0,1337.0,655.0,5.2391,,500001.0,424545.4762286082,75455.52377139177,75455.52377139177,0.1509107457212921,high
-118.22,34.19,36.0,2443.0,492.0,1115.0,493.0,3.9777,,409800.0,280617.439541835,129182.56045816501,129182.56045816501,0.31523318803847,high
-118.48,34.16,30.0,3507.0,536.0,1427.0,525.0,6.7082,,500001.0,419443.21241492685,80557.78758507315,80557.78758507315,0.16111525293964044,high
-118.29,34.36,34.0,503.0,99.0,275.0,68.0,4.5491,,375000.0,195070.4865388625,179929.5134611375,179929.5134611375,0.4798120358963667,severe
-122.41,37.8,52.0,2583.0,672.0,1335.0,613.0,3.1477,,500001.0,423666.94355904084,76334.05644095916,76334.05644095916,0.15266780754630324,high
-121.43,37.74,40.0,859.0,196.0,427.0,176.0,3.5789,,110400.0,180896.17503833122,-70496.17503833122,70496.17503833122,0.6385523101298117,high
-121.84,36.25,20.0,958.0,245.0,590.0,189.0,2.6094,,362500.0,175304.3086134051,187195.6913865949,187195.6913865949,0.5164019072733652,severe
-118.38,33.81,41.0,1889.0,301.0,802.0,278.0,6.015,,488500.0,414122.1597325484,74377.8402674516,74377.8402674516,0.15225760546049458,high
-117.37,34.07,52.0,50.0,9.0,60.0,16.0,4.125,,262500.0,131258.72481281587,131241.27518718413,131241.27518718413,0.4999667626178443,high
-122.49,37.86,52.0,2175.0,510.0,809.0,503.0,4.5398,,442000.0,368091.8274579102,73908.17254208977,73908.17254208977,0.16721306004997685,high
-118.39,34.03,39.0,1366.0,375.0,1237.0,370.0,3.7206,,230900.0,321587.6611187089,-90687.6611187089,90687.6611187089,0.39275730237639195,high
-118.05,34.02,31.0,40.0,8.0,25.0,7.0,2.125,,375000.0,158376.97948015243,216623.02051984757,216623.02051984757,0.5776613880529269,severe
-117.85,33.85,17.0,4678.0,1065.0,2427.0,1020.0,4.2276,,254100.0,181460.38203685175,72639.61796314825,72639.61796314825,0.285870200563354,high
-118.11,33.77,15.0,9103.0,1847.0,3333.0,1712.0,5.1508,,367300.0,294123.6608412,73176.33915880002,73176.33915880002,0.199227713473455,high
-118.35,33.91,25.0,1884.0,554.0,1337.0,549.0,2.8512,,272800.0,178828.9731384657,93971.02686153431,93971.02686153431,0.3444685735393486,high
-122.27,37.87,30.0,1465.0,439.0,862.0,425.0,1.7778,,268800.0,177948.07219714936,90851.92780285064,90851.92780285064,0.337990802837986,high
-121.51,37.02,19.0,2372.0,394.0,1142.0,365.0,4.0238,,374600.0,232835.9605573144,141764.0394426856,141764.0394426856,0.37844110903012707,severe
-118.29,33.8,21.0,9944.0,1623.0,4185.0,1582.0,4.526,,329400.0,254775.4329471551,74624.56705284491,74624.56705284491,0.2265469552302517,high
-116.43,33.75,24.0,2596.0,438.0,473.0,237.0,3.7727,,500001.0,141909.46129877775,358091.5387012223,358091.5387012223,0.7161816450391545,severe
-118.42,33.99,35.0,1724.0,419.0,1079.0,394.0,4.5521,,263800.0,353941.97238053754,-90141.97238053754,90141.97238053754,0.3417057330573826,high
-122.45,37.77,52.0,2191.0,627.0,1100.0,585.0,3.0409,,500000.0,420997.94201451074,79002.05798548926,79002.05798548926,0.15800411597097852,high
-118.31,34.1,33.0,766.0,347.0,918.0,305.0,1.705,,350000.0,237215.18357560955,112784.81642439045,112784.81642439045,0.32224233264111557,high
-122.33,37.98,3.0,2850.0,544.0,1024.0,515.0,6.0115,,175000.0,253107.54452380777,-78107.54452380777,78107.54452380777,0.44632882585033007,high
-118.4,33.86,41.0,2237.0,597.0,938.0,523.0,4.7105,,500001.0,390475.0050948313,109525.99490516871,109525.99490516871,0.219051551707234,high
-121.93,37.33,44.0,2142.0,358.0,846.0,375.0,5.4273,,421000.0,322144.72577431955,98855.27422568045,98855.27422568045,0.23481062761444288,high
-121.17,38.71,15.0,3084.0,557.0,1040.0,562.0,2.5183,,293300.0,137829.730048313,155470.269951687,155470.269951687,0.5300725194397784,severe
-118.32,34.1,30.0,2193.0,965.0,2197.0,836.0,1.8277,,137500.0,246130.81442762297,-108630.81442762297,108630.81442762297,0.7900422867463489,high
-118.29,34.11,48.0,1448.0,295.0,681.0,287.0,3.2333,,436400.0,312643.04784681805,123756.95215318195,123756.95215318195,0.28358604984688807,high
-117.83,33.88,18.0,2112.0,340.0,1048.0,315.0,6.9308,,231700.0,310102.1680902028,-78402.16809020279,78402.16809020279,0.33837793737679234,high
-122.83,38.39,19.0,1765.0,394.0,868.0,388.0,2.462,,260300.0,164132.71311472246,96167.28688527754,96167.28688527754,0.3694478942961104,high
-122.03,37.0,30.0,2077.0,342.0,816.0,328.0,5.2078,,440500.0,318933.3159356324,121566.68406436761,121566.68406436761,0.27597431115633964,high
-122.04,37.12,30.0,1427.0,311.0,686.0,251.0,4.0781,,154500.0,263200.7544566293,-108700.75445662928,108700.75445662928,0.7035647537645908,high
-117.9,34.06,35.0,1313.0,194.0,599.0,209.0,7.5,,287200.0,383236.93291809637,-96036.93291809637,96036.93291809637,0.33439043495158904,high
-121.72,37.7,17.0,1671.0,352.0,729.0,252.0,6.1023,,450000.0,287448.95282804535,162551.04717195465,162551.04717195465,0.36122454927101033,severe
-118.56,34.17,35.0,2987.0,391.0,1244.0,387.0,7.1322,,500001.0,427962.7948101793,72038.20518982073,72038.20518982073,0.144076122227397,high
-122.41,37.8,52.0,2892.0,751.0,1785.0,733.0,3.5746,,350000.0,434715.70361282607,-84715.70361282607,84715.70361282607,0.24204486746521733,high
-122.03,37.31,25.0,2131.0,410.0,1132.0,395.0,5.3508,,409100.0,313047.77431693417,96052.22568306583,96052.22568306583,0.23478911191167398,high
-118.37,33.95,35.0,924.0,349.0,1376.0,358.0,2.2297,,262500.0,160730.20986392864,101769.79013607136,101769.79013607136,0.3876944386136052,high
-120.11,34.62,16.0,2943.0,394.0,959.0,359.0,6.2094,,440000.0,349325.00531804503,90674.99468195497,90674.99468195497,0.20607953336807946,high
-117.22,32.83,31.0,3958.0,727.0,1924.0,728.0,5.4605,,190200.0,317027.1373368505,-126827.13733685052,126827.13733685052,0.6668093445680889,high
-119.85,36.84,12.0,2272.0,304.0,840.0,305.0,8.9669,,213900.0,311028.2965752493,-97128.29657524929,97128.29657524929,0.4540827329371168,high
-119.51,37.32,14.0,362.0,78.0,88.0,39.0,3.5893,,214300.0,129813.48281413651,84486.51718586349,84486.51718586349,0.39424413059199015,high
-118.36,34.1,52.0,1096.0,247.0,423.0,230.0,3.0179,,500001.0,360511.7015883604,139489.29841163958,139489.29841163958,0.2789780388672014,high
-122.2,37.43,40.0,2223.0,412.0,1050.0,417.0,5.2421,,444500.0,352419.2805115998,92080.71948840021,92080.71948840021,0.20715572438335256,high
-122.41,37.8,52.0,3260.0,1535.0,3260.0,1457.0,0.9,,500001.0,298470.9737167541,201530.02628324588,201530.02628324588,0.40305924644799884,severe
-117.7,33.72,6.0,211.0,51.0,125.0,44.0,1.9659,,500001.0,148674.81007205154,351326.18992794846,351326.18992794846,0.7026509745539479,severe
-119.21,34.26,31.0,224.0,88.0,326.0,88.0,2.375,,55000.0,178034.5092197979,-123034.50921979791,123034.50921979791,2.2369910767235983,high
-119.18,34.16,12.0,460.0,101.0,405.0,103.0,5.2783,,167400.0,283235.5133360703,-115835.51333607029,115835.51333607029,0.6919684189729408,high
-117.16,32.74,49.0,1815.0,495.0,601.0,410.0,3.0571,,418800.0,255072.7183192646,163727.2816807354,163727.2816807354,0.3909438435547646,severe
-121.89,37.42,26.0,40.0,8.0,52.0,7.0,7.7197,,225000.0,367511.22506868216,-142511.22506868216,142511.22506868216,0.6333832225274763,severe
-118.15,34.1,52.0,4325.0,823.0,1927.0,795.0,3.9485,,419100.0,263171.47969967284,155928.52030032716,155928.52030032716,0.37205564376121963,severe
-121.96,37.24,26.0,3032.0,605.0,1208.0,562.0,5.4683,,430900.0,294563.1104449899,136336.88955501007,136336.88955501007,0.3164003006614297,high
-122.74,38.46,9.0,2268.0,594.0,1311.0,585.0,2.6607,,91500.0,177001.92305445502,-85501.92305445502,85501.92305445502,0.9344472464967762,high
-118.5,33.99,22.0,3484.0,975.0,1268.0,952.0,3.2609,,500001.0,400552.9925775936,99448.0074224064,99448.0074224064,0.1988956170535787,high
-118.21,34.02,52.0,22.0,7.0,55.0,7.0,7.5752,,67500.0,364623.0421154134,-297123.0421154134,297123.0421154134,4.401822846154273,severe
-117.32,33.51,4.0,966.0,133.0,311.0,92.0,5.2066,,500001.0,291500.0905287589,208500.90947124112,208500.90947124112,0.41700098494051235,severe
-117.14,33.15,17.0,1149.0,182.0,702.0,192.0,5.5696,,168400.0,248937.25934895,-80537.25934895,80537.25934895,0.47824975860421615,high
-117.3,32.96,30.0,1226.0,205.0,380.0,151.0,4.2875,,500001.0,279519.0020836661,220481.9979163339,220481.9979163339,0.44096311390644,severe
-118.29,34.08,49.0,649.0,315.0,987.0,329.0,1.6806,,316700.0,228537.4151078028,88162.58489219719,88162.58489219719,0.27837885977959326,high
-119.85,34.44,28.0,1765.0,301.0,1173.0,297.0,6.0256,,276800.0,360092.59938903636,-83292.59938903636,83292.59938903636,0.3009125700470967,high
-118.26,34.16,20.0,3407.0,885.0,1883.0,870.0,3.7321,,351100.0,264598.804002451,86501.19599754899,86501.19599754899,0.2463719623968926,high
-118.37,34.07,39.0,2309.0,526.0,870.0,546.0,3.1677,,453400.0,355418.27919447474,97981.72080552526,97981.72080552526,0.2161043687814849,high
-121.37,38.01,15.0,2430.0,315.0,1016.0,314.0,10.0088,,242000.0,368371.0532458633,-126371.0532458633,126371.0532458633,0.5221944349002615,high
-118.18,34.1,7.0,2529.0,689.0,1215.0,577.0,4.7853,,153100.0,224945.68935476724,-71845.68935476724,71845.68935476724,0.4692729546359715,high
-122.0,37.27,33.0,1664.0,271.0,759.0,272.0,5.7876,,415800.0,312457.9402851055,103342.05971489451,103342.05971489451,0.24853790215222343,high
-117.79,33.77,21.0,4349.0,553.0,1680.0,519.0,6.9014,,439000.0,323218.71760202665,115781.28239797335,115781.28239797335,0.26373868427784364,high
-121.87,36.55,20.0,10053.0,1768.0,3083.0,1621.0,5.1506,,387500.0,302166.3948382028,85333.6051617972,85333.6051617972,0.22021575525625084,high
-122.43,37.78,10.0,2380.0,843.0,1245.0,789.0,1.3062,,220000.0,145875.07283353573,74124.92716646427,74124.92716646427,0.33693148712029214,high
-117.26,33.09,22.0,2398.0,407.0,349.0,169.0,7.0423,,500001.0,368138.9921371837,131862.00786281627,131862.00786281627,0.263723488278656,high
-116.95,33.86,1.0,6.0,2.0,8.0,2.0,1.625,,55000.0,219914.92864306876,-164914.92864306876,164914.92864306876,2.9984532480557955,severe
-118.38,34.05,35.0,3517.0,879.0,1632.0,784.0,3.0956,,500001.0,356786.1722413176,143214.82775868243,143214.82775868243,0.28642908265919953,severe
-118.43,34.02,41.0,2403.0,516.0,1001.0,514.0,4.3906,,500001.0,391542.5336597743,108458.46634022571,108458.46634022571,0.21691649884745373,high
-118.29,34.08,38.0,380.0,130.0,445.0,140.0,1.9286,,137500.0,218120.34694499112,-80620.34694499112,80620.34694499112,0.5863297959635718,high
-118.28,34.06,14.0,1787.0,853.0,2251.0,763.0,1.1642,,400000.0,183738.31456392267,216261.68543607733,216261.68543607733,0.5406542135901933,severe
-122.15,37.47,37.0,1844.0,382.0,1634.0,417.0,2.7993,,145500.0,216282.33759185288,-70782.33759185288,70782.33759185288,0.4864765470230438,high
-117.96,33.65,18.0,3603.0,879.0,1549.0,756.0,4.0229,,363100.0,232275.53929173466,130824.46070826534,130824.46070826534,0.3602987075413532,high
-122.26,37.88,52.0,2255.0,410.0,823.0,377.0,5.7979,,415300.0,293389.98969262786,121910.01030737214,121910.01030737214,0.29354685843335454,high
-118.35,34.22,19.0,9259.0,1653.0,3963.0,1595.0,5.997,,228700.0,333036.8524076206,-104336.85240762058,104336.85240762058,0.45621710716056224,high
-122.18,37.73,42.0,909.0,215.0,646.0,198.0,2.9063,,80000.0,154958.69749121388,-74958.69749121388,74958.69749121388,0.9369837186401735,high
-117.15,34.22,10.0,1039.0,174.0,317.0,109.0,7.2371,,171900.0,249427.74104186083,-77527.74104186083,77527.74104186083,0.4510048926228088,high
-118.6,34.08,40.0,866.0,181.0,399.0,176.0,6.91,,380000.0,481465.28495637985,-101465.28495637985,101465.28495637985,0.267013907779947,high
-119.21,37.25,44.0,3042.0,697.0,335.0,115.0,4.1838,,85600.0,159521.03478202355,-73921.03478202355,73921.03478202355,0.8635634904442003,high
-117.32,33.12,25.0,2670.0,527.0,936.0,461.0,2.7717,,354000.0,176420.19195807553,177579.80804192447,177579.80804192447,0.5016378758246454,severe
-117.91,33.84,26.0,1156.0,393.0,1880.0,400.0,2.2716,,350000.0,158061.81438826132,191938.18561173868,191938.18561173868,0.5483948160335391,severe
-120.05,34.47,21.0,1241.0,248.0,746.0,211.0,3.8056,,425000.0,273015.55288503267,151984.44711496733,151984.44711496733,0.3576104637999231,severe
-117.8,33.77,29.0,5436.0,707.0,2046.0,685.0,8.7496,,349500.0,433186.1033991416,-83686.10339914158,83686.10339914158,0.2394452171649258,high
-119.25,34.3,34.0,1189.0,220.0,445.0,203.0,4.8824,,396400.0,287913.24757156876,108486.75242843124,108486.75242843124,0.27368000108080537,high
-116.36,33.78,6.0,24121.0,4522.0,4176.0,2221.0,3.3799,,239300.0,137558.6905159817,101741.3094840183,101741.3094840183,0.42516217920609406,high
-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,,60000.0,192881.7210510621,-132881.7210510621,132881.7210510621,2.214695350851035,high
-117.35,33.96,25.0,2396.0,316.0,951.0,314.0,8.2405,,235200.0,327279.3169084439,-92079.31690844393,92079.31690844393,0.39149369433862213,high
-120.37,34.9,17.0,2649.0,386.0,1057.0,362.0,4.7813,,326800.0,211736.320818052,115063.67918194801,115063.67918194801,0.35209204156042845,high
-117.13,33.89,4.0,1611.0,239.0,275.0,84.0,3.5781,,244400.0,145187.2698396908,99212.7301603092,99212.7301603092,0.4059440677590393,high
-122.23,37.78,52.0,862.0,215.0,994.0,213.0,3.0257,,80800.0,172201.9557120335,-91401.9557120335,91401.9557120335,1.1312123231687314,high
-122.01,37.4,14.0,4841.0,1130.0,813.0,517.0,3.7614,,137500.0,214413.2027138715,-76913.20271387149,76913.20271387149,0.5593687470099745,high
-117.87,33.81,15.0,3082.0,536.0,1268.0,531.0,3.7604,,280100.0,205206.42830998474,74893.57169001526,74893.57169001526,0.2673815483399331,high
-118.42,34.18,31.0,2887.0,646.0,1626.0,637.0,3.6745,,335500.0,243901.8961234954,91598.10387650461,91598.10387650461,0.2730196836855577,high
-117.35,33.95,28.0,1650.0,210.0,557.0,211.0,7.6632,,204800.0,304877.6924729993,-100077.69247299928,100077.69247299928,0.48866060777831677,high
-122.53,37.86,38.0,1183.0,196.0,628.0,205.0,3.75,,478600.0,329567.4398397648,149032.5601602352,149032.5601602352,0.31139272912711075,severe
-118.05,34.16,36.0,3908.0,732.0,1688.0,725.0,4.5625,,376800.0,284833.97545199085,91966.02454800915,91966.02454800915,0.24407119041403702,high
-122.18,37.45,43.0,2061.0,437.0,817.0,385.0,4.4688,,460200.0,323254.66633819044,136945.33366180956,136945.33366180956,0.2975778654102772,high
-122.42,37.79,6.0,670.0,301.0,655.0,284.0,3.4423,,117500.0,230362.67849969736,-112862.67849969736,112862.67849969736,0.9605334340399775,high
-122.05,37.89,37.0,1677.0,269.0,689.0,283.0,4.2625,,310600.0,226901.91713014359,83698.08286985641,83698.08286985641,0.26947225650307927,high
-117.33,33.22,21.0,2868.0,602.0,855.0,559.0,2.7846,,91200.0,171927.05210090012,-80727.05210090012,80727.05210090012,0.8851650449660101,high
-122.02,37.95,25.0,1205.0,260.0,608.0,272.0,2.4519,,208300.0,122190.13955135302,86109.86044864698,86109.86044864698,0.413393473109203,high
-118.08,34.15,28.0,238.0,58.0,142.0,31.0,0.4999,,500001.0,245999.221066832,254001.778933168,254001.778933168,0.5080025418612523,severe
-118.36,34.1,36.0,2963.0,838.0,1129.0,745.0,2.5588,,500001.0,291683.1724618571,208317.8275381429,208317.8275381429,0.4166348218066422,severe
-116.95,32.76,13.0,5543.0,857.0,2074.0,737.0,4.9528,,266200.0,187058.2984077141,79141.70159228591,79141.70159228591,0.29730165887410187,high
-119.27,34.26,23.0,3578.0,753.0,1455.0,649.0,4.1898,,359100.0,263800.5563737554,95299.44362624461,95299.44362624461,0.26538413708227404,high
-122.2,37.48,41.0,733.0,155.0,652.0,140.0,5.1654,,233600.0,328114.4899425317,-94514.48994253168,94514.48994253168,0.40459970009645413,high
-117.12,32.78,4.0,2782.0,817.0,1309.0,787.0,4.2621,,124200.0,197727.71510445024,-73527.71510445024,73527.71510445024,0.592010588602659,high
-118.38,34.14,40.0,1965.0,354.0,666.0,357.0,6.0876,,483800.0,413125.11187107005,70674.88812892995,70674.88812892995,0.1460828609527283,high
-117.22,32.81,24.0,730.0,196.0,335.0,203.0,3.5078,,362500.0,230806.9736700057,131693.0263299943,131693.0263299943,0.3632911071172256,high
-118.07,34.16,35.0,2459.0,438.0,970.0,437.0,4.2143,,369400.0,265510.0680253384,103889.9319746616,103889.9319746616,0.28123966425192637,high
-122.07,37.88,11.0,1077.0,318.0,590.0,264.0,3.5536,,387200.0,223540.04114670953,163659.95885329047,163659.95885329047,0.4226755135673824,severe
-118.58,34.17,18.0,6476.0,1082.0,2413.0,958.0,5.6327,,500001.0,335828.39657963003,164172.60342036997,164172.60342036997,0.32834455015163966,severe
-117.04,32.83,8.0,2205.0,348.0,777.0,341.0,6.0266,,177400.0,254717.0388301597,-77317.0388301597,77317.0388301597,0.4358344917145417,high
-118.43,33.98,19.0,8324.0,1590.0,2927.0,1538.0,7.5426,,351700.0,467952.18725113553,-116252.18725113553,116252.18725113553,0.33054360890285905,high
-122.4,37.78,52.0,464.0,202.0,286.0,148.0,1.6125,,112500.0,215546.76495333476,-103046.76495333476,103046.76495333476,0.9159712440296423,high
-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,,350000.0,188811.53156871314,161188.46843128686,161188.46843128686,0.46053848123224816,severe
-117.96,33.68,24.0,6517.0,1279.0,3441.0,1198.0,4.25,,152100.0,245208.47322384923,-93108.47322384923,93108.47322384923,0.6121530126485814,high
-119.8,36.8,43.0,1951.0,288.0,725.0,308.0,6.3359,,169300.0,285874.7753596411,-116574.77535964112,116574.77535964112,0.6885692578832907,high
-117.09,32.63,27.0,2920.0,770.0,1935.0,746.0,2.4148,,67500.0,145405.35613802736,-77905.35613802736,77905.35613802736,1.154153424267072,high
-121.94,36.57,28.0,3153.0,409.0,569.0,271.0,14.4113,,500001.0,570185.3398255013,-70184.33982550132,70184.33982550132,0.1403683989142048,high
-122.25,37.87,52.0,609.0,236.0,1349.0,250.0,1.1696,,500001.0,233931.82646287017,266069.1735371298,266069.1735371298,0.5321372827996941,severe
-118.31,34.16,38.0,2347.0,665.0,1317.0,547.0,3.2112,,349300.0,263003.36965492414,86296.63034507586,86296.63034507586,0.24705591281155412,high
-117.79,33.75,26.0,2893.0,345.0,983.0,326.0,13.466,,500001.0,423242.7649436352,76758.23505636479,76758.23505636479,0.15351616308040342,high
-117.27,33.06,7.0,3686.0,733.0,1612.0,672.0,3.197,,367100.0,210294.41172386016,156805.58827613984,156805.58827613984,0.42714679454137794,severe
-118.32,33.84,42.0,1486.0,420.0,897.0,377.0,1.6228,,376100.0,191993.21987734988,184106.78012265012,184106.78012265012,0.4895155015226007,severe
-117.22,32.86,4.0,16289.0,4585.0,7604.0,4176.0,3.6287,,280800.0,205981.75220369332,74818.24779630668,74818.24779630668,0.26644675141134855,high
-118.23,34.22,36.0,2288.0,439.0,1079.0,434.0,4.5486,,361000.0,265787.5863419894,95212.4136580106,95212.4136580106,0.26374629822163603,high
-120.92,37.65,23.0,505.0,124.0,163.0,129.0,1.3696,,275000.0,87533.61260281307,187466.38739718695,187466.38739718695,0.6816959541715889,severe
-122.55,37.91,48.0,1283.0,278.0,567.0,255.0,3.2794,,460000.0,341762.8748778556,118237.12512214441,118237.12512214441,0.2570372285264009,high
-121.5,38.61,5.0,1395.0,373.0,638.0,322.0,2.6745,,225000.0,134383.6930169684,90616.3069830316,90616.3069830316,0.40273914214680706,high
-117.8,33.52,50.0,1152.0,341.0,519.0,225.0,3.053,,500001.0,357301.65649468603,142699.34350531397,142699.34350531397,0.28539811621439554,severe
-118.13,34.15,28.0,1119.0,334.0,739.0,323.0,2.5903,,125000.0,199483.31899548703,-74483.31899548703,74483.31899548703,0.5958665519638963,high
-122.09,37.63,36.0,1570.0,274.0,992.0,249.0,5.3644,,168800.0,270200.9877156345,-101400.98771563452,101400.98771563452,0.6007167518698727,high
-122.39,37.76,52.0,157.0,28.0,88.0,27.0,3.675,,162500.0,283418.33905413555,-120918.33905413555,120918.33905413555,0.7441128557177572,high
-122.73,38.42,26.0,1446.0,296.0,884.0,295.0,4.3523,,150000.0,223142.76948260076,-73142.76948260076,73142.76948260076,0.4876184632173384,high
-122.07,37.91,33.0,1550.0,277.0,638.0,254.0,3.6833,,292500.0,190651.14274308534,101848.85725691466,101848.85725691466,0.3482012213911612,high
-118.48,34.04,40.0,1395.0,285.0,610.0,262.0,3.9659,,500001.0,407211.0247959171,92789.9752040829,92789.9752040829,0.1855795792490073,high
-118.43,34.01,27.0,3133.0,1021.0,2242.0,1002.0,2.697,,412500.0,320792.11852120166,91707.88147879834,91707.88147879834,0.22232213691829902,high
-121.21,38.76,16.0,1608.0,296.0,792.0,286.0,3.1583,,239200.0,136883.69056474368,102316.30943525632,102316.30943525632,0.4277437685420415,high
-117.9,36.95,19.0,99.0,26.0,51.0,22.0,1.7292,,137500.0,58930.79980385237,78569.20019614763,78569.20019614763,0.5714123650628918,high
-118.99,37.63,10.0,7744.0,1573.0,483.0,224.0,3.2917,,231800.0,114659.91443767192,117140.08556232808,117140.08556232808,0.5053498082930461,high
-121.92,37.34,52.0,2584.0,491.0,1087.0,433.0,4.4,,391300.0,257683.77569264208,133616.22430735792,133616.22430735792,0.3414674784241194,high
-118.29,34.05,11.0,677.0,370.0,1143.0,341.0,2.3864,,350000.0,201936.94907125313,148063.05092874687,148063.05092874687,0.4230372883678482,severe
-117.21,32.75,27.0,2072.0,534.0,1118.0,510.0,2.8043,,262100.0,185311.48798687838,76788.51201312162,76788.51201312162,0.2929741015380451,high
-118.39,34.0,35.0,1465.0,386.0,1104.0,345.0,4.056,,339100.0,265138.26619600813,73961.73380399187,73961.73380399187,0.21811186612796188,high
-118.06,33.83,21.0,3941.0,655.0,1897.0,670.0,4.88,,343900.0,257439.05659043515,86460.94340956485,86460.94340956485,0.2514130369571528,high
-121.28,38.75,52.0,493.0,89.0,189.0,94.0,2.108,,83800.0,160723.22473704338,-76923.22473704338,76923.22473704338,0.9179382426854819,high
-122.47,37.5,25.0,950.0,259.0,404.0,195.0,3.1937,,319200.0,400638.0084069637,-81438.00840696372,81438.00840696372,0.2551316052849741,high
-118.32,33.77,37.0,627.0,95.0,259.0,106.0,6.887,,500001.0,418523.6310824129,81477.3689175871,81477.3689175871,0.16295441192635035,high
-120.64,34.97,5.0,2090.0,469.0,1911.0,482.0,2.4318,,86100.0,201690.58757768903,-115590.58757768903,115590.58757768903,1.342515535164797,high
-120.79,37.82,17.0,4227.0,729.0,1809.0,679.0,3.2667,,269500.0,142515.75536408057,126984.24463591943,126984.24463591943,0.47118458120934853,high
-117.4,33.9,32.0,1263.0,178.0,508.0,180.0,3.6667,,314100.0,164278.32994212635,149821.67005787365,149821.67005787365,0.47698716987543344,severe
-117.92,33.98,10.0,16414.0,2919.0,8907.0,2714.0,6.1552,,362500.0,285397.29151815875,77102.70848184125,77102.70848184125,0.21269712684645864,high
-122.06,37.39,26.0,18.0,4.0,8.0,4.0,3.75,,375000.0,239035.86571208143,135964.13428791857,135964.13428791857,0.36257102476778286,high
