lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,actual,predicted,residual,abs_error,severity
55.0,57.0,1660.0,110.0,79.0,2.99,4.59,147453.0,90600.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4,250.9,306.39,3.2,859.0,1509469.0,80.0,86.02463294392632,-6.024632943926321,6.024632943926321,severe
2.0,0.0,842.0,166.0,201.0,0.4,0.8,847117.0,522561.0,6.39,41.72,221.36,381.24,0.2,62.67,124.35,36.73,45.11,3.4,177.0,1753610.0,77.0,86.69345487382994,-9.693454873829936,9.693454873829936,severe
31.0,23.0,1443.0,71.0,49.0,1.8,1.8,69060.0,15791.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,132.4,185.8,2.6,4697.0,1670915.0,93.0,89.64609887411606,3.3539011258839366,3.3539011258839366,high
18.0,12.0,4758.0,543.0,172.0,0.59,0.59,562483.0,107950.0,2.57,4.55,4.55,0.0,2.57,4.16,20.99,56.44,183.56,2.2,472.0,997467.0,80.0,83.99760427512967,-3.9976042751296745,3.9976042751296745,high
4.0,0.0,2886.0,173.0,130.0,0.8,0.8,177255.0,315932.0,1.0,1.2,1.2,0.0,2.6,0.6,0.6,67.2,102.8,2.2,320.0,1520312.0,93.0,90.05453663233799,2.9454633676620148,2.9454633676620148,high
4.0,1.0,2681.0,146.0,81.0,0.4,0.4,47057.0,9705.0,0.0,0.0,0.0,0.0,0.2,30.2,30.2,30.2,172.8,4.8,2727.0,1369683.0,91.0,88.14091453309553,2.8590854669044745,2.8590854669044745,high
77.0,97.0,4424.0,643.0,459.0,6.8,2.2,267250.0,154996.0,0.0,0.0,0.0,0.0,0.0,27.8,35.8,340.6,575.0,1.0,931.0,996768.0,68.0,70.82064401462775,-2.820644014627746,2.820644014627746,high
21.0,1.0,5699.0,525.0,452.0,8.6,2.4,329026.0,20245.0,0.0,0.0,0.0,0.0,0.0,17.4,17.4,413.4,648.6,4.4,3792.0,1346574.0,74.0,66.13993332999156,7.860066670008436,7.860066670008436,severe
2.0,0.0,667.0,85.0,37.0,2.8,4.4,323466.0,58226.0,0.0,0.0,0.0,0.0,0.0,26.2,49.4,223.2,266.0,2.2,1407.0,1802781.0,78.0,82.78936526486423,-4.78936526486423,4.78936526486423,high
26.0,13.0,6511.0,707.0,426.0,8.2,15.6,347219.0,141663.0,4.2,8.6,23.4,51.4,1.2,13.6,19.0,478.0,658.8,1.7,185.0,1092566.0,60.0,62.804767858370745,-2.804767858370745,2.804767858370745,high
32.0,42.0,1405.0,80.0,52.0,3.0,9.0,831099.0,21519.0,0.0,0.0,0.0,0.0,0.0,14.2,14.6,124.0,262.8,1.8,748.0,1089336.0,84.0,87.19822871181127,-3.198228711811268,3.198228711811268,high
3.0,1.0,2118.0,116.0,92.0,1.4,1.6,36005.0,34644.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,100.6,129.0,1.5,2807.0,1049018.0,88.0,90.85558970601608,-2.855589706016076,2.855589706016076,high
10.0,2.0,3723.0,305.0,244.0,0.8,1.39,328181.0,401702.0,0.0,0.0,0.0,0.0,2.59,24.1,32.27,69.32,197.01,2.7,1124.0,1005014.0,77.0,82.72283110223579,-5.722831102235787,5.722831102235787,severe
36.0,55.0,4085.0,156.0,137.0,0.2,0.2,8149.0,6247.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,16.0,45.8,2.2,794.0,1447821.0,94.0,90.7329199860249,3.2670800139751037,3.2670800139751037,high
29.0,11.0,984.0,106.0,79.0,5.2,3.2,132091.0,47371.0,0.0,0.0,0.0,0.0,0.0,2.0,4.4,217.6,419.8,4.8,6101.0,1707683.0,87.0,82.4746879600595,4.525312039940502,4.525312039940502,high
8.0,0.0,3454.0,394.0,323.0,3.4,1.0,208051.0,178541.0,7.4,22.6,38.2,82.2,6.0,13.0,15.6,166.2,328.4,1.0,159.0,997997.0,81.0,77.98511556390133,3.0148844360986686,3.0148844360986686,high
405.0,393.0,3168.0,295.0,198.0,1.0,2.4,990950.0,37039.0,0.0,0.0,0.0,0.0,0.0,7.39,9.18,63.67,143.91,2.4,2398.0,1702935.0,82.0,86.18432410397976,-4.184324103979762,4.184324103979762,high
19.0,0.0,2078.0,120.0,40.0,2.8,3.6,103404.0,21483.0,1.4,1.6,1.6,0.0,0.0,21.0,33.4,175.6,254.6,1.6,281.0,1745158.0,90.0,84.53627947187616,5.463720528123844,5.463720528123844,severe
54.0,66.0,4976.0,378.0,282.0,6.79,18.56,248262.0,196824.0,0.8,0.8,0.8,0.0,1.6,9.18,10.38,245.91,449.9,1.0,520.0,1090140.0,67.0,72.32550998215277,-5.3255099821527665,5.3255099821527665,severe
12.0,2.0,2610.0,232.0,152.0,3.8,2.2,152811.0,76289.0,0.0,0.0,0.0,0.0,0.4,4.0,4.2,224.0,377.2,6.2,2567.0,1555021.0,86.0,82.44394401134086,3.556055988659139,3.556055988659139,high
28.0,3.0,4965.0,359.0,201.0,7.6,8.2,516710.0,71332.0,1.0,7.0,10.6,35.2,1.4,5.6,9.0,416.0,703.8,5.4,364.0,1395704.0,74.0,68.40759759947399,5.592402400526012,5.592402400526012,severe
7.0,4.0,3676.0,307.0,178.0,0.4,0.8,979176.0,51971.0,36.4,98.6,196.8,412.4,0.8,102.6,201.0,41.6,105.8,1.0,116.0,985454.0,77.0,82.45217784863286,-5.452177848632857,5.452177848632857,severe
93.0,123.0,3393.0,430.0,325.0,3.0,1.2,485834.0,161780.0,10.2,22.6,43.8,55.0,3.6,34.6,42.6,169.8,427.6,6.2,222.0,1292978.0,73.0,76.68390215245736,-3.683902152457364,3.683902152457364,high
260.0,1.0,993.0,79.0,60.0,1.34,4.41,354307.0,23354.0,36.21,76.44,307.66,941.76,1.15,10.34,29.69,90.8,482.38,1.2,162.0,952564.0,85.0,80.40018132008892,4.599818679911081,4.599818679911081,high
11.0,2.0,3354.0,380.0,249.0,0.6,2.0,361171.0,268701.0,13.77,35.33,63.67,103.19,1.4,30.34,46.91,72.85,280.44,3.0,273.0,1016677.0,77.0,80.05167773994864,-3.0516777399486443,3.0516777399486443,high
7.0,1.0,3865.0,191.0,179.0,1.6,3.8,186277.0,146745.0,0.0,0.0,0.0,0.0,0.0,3.4,4.4,133.8,202.0,4.2,825.0,1515533.0,76.0,84.39805865339174,-8.398058653391743,8.398058653391743,severe
14.0,22.0,449.0,119.0,49.0,0.2,0.2,65939.0,7203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.63,32.26,1.6,897.0,1770642.0,97.0,92.15467500431595,4.845324995684052,4.845324995684052,high
30.0,3.0,3912.0,447.0,338.0,11.16,5.38,460650.0,120719.0,3.39,4.38,4.78,0.6,1.99,9.76,19.12,404.98,711.95,4.0,364.0,1039165.0,72.0,67.0428975927109,4.957102407289099,4.957102407289099,high
17.0,13.0,3350.0,321.0,288.0,0.8,0.6,438593.0,637453.0,19.6,55.8,171.8,375.6,4.0,61.2,104.0,93.6,293.2,2.0,118.0,1028534.0,69.0,75.56473012414125,-6.564730124141249,6.564730124141249,severe
32.0,46.0,2016.0,153.0,132.0,0.6,1.6,23334.0,18460.0,5.41,5.61,5.61,0.0,3.81,14.23,14.23,35.67,88.98,1.0,272.0,1026328.0,93.0,90.1158303238657,2.884169676134306,2.884169676134306,high
50.0,66.0,2373.0,147.0,91.0,2.2,2.2,199369.0,78755.0,0.0,0.0,0.0,0.0,0.0,1.8,2.8,154.6,261.6,2.6,703.0,1537453.0,89.0,86.25726508334694,2.7427349166530632,2.7427349166530632,high
10.0,4.0,4151.0,483.0,196.0,0.8,2.2,669530.0,439084.0,0.0,0.0,0.0,0.0,0.0,40.32,52.3,66.67,181.04,3.6,860.0,1031340.0,78.0,81.96875668717877,-3.968756687178768,3.968756687178768,high
45.0,61.0,4430.0,149.0,116.0,0.6,0.6,537881.0,50416.0,10.0,42.0,132.6,328.4,0.6,66.2,124.0,49.8,94.6,1.8,112.0,1012219.0,79.0,83.67636101252795,-4.6763610125279484,4.6763610125279484,high
18.0,2.0,6671.0,1381.0,1345.0,5.4,2.2,1066971.0,1049237.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,271.4,480.2,1.0,899.0,1057339.0,63.0,69.53297443444879,-6.532974434448789,6.532974434448789,severe
8.0,1.0,4773.0,1009.0,880.0,3.2,1.4,1086945.0,662015.0,2.2,4.6,13.0,36.0,11.8,17.8,37.8,225.0,376.4,2.0,204.0,1121336.0,71.0,76.00278365584808,-5.002783655848077,5.002783655848077,high
36.0,20.0,2289.0,253.0,141.0,2.8,4.2,256637.0,49444.0,0.0,0.0,0.0,0.0,1.2,0.6,0.6,152.2,251.8,4.2,521.0,1542646.0,89.0,86.22608583899027,2.7739141610097278,2.7739141610097278,high
28.0,13.0,3753.0,371.0,248.0,4.6,7.8,487032.0,117631.0,0.0,0.0,0.0,0.0,0.0,2.4,2.8,263.8,385.0,5.4,2341.0,1330541.0,84.0,78.489845187786,5.510154812213997,5.510154812213997,severe
72.0,89.0,5298.0,221.0,174.0,2.0,8.6,224286.0,66761.0,18.4,38.0,81.6,168.6,11.6,3.6,19.6,124.8,245.6,2.0,144.0,1003038.0,82.0,79.0284550446901,2.971544955309895,2.971544955309895,high
27.0,3.0,4267.0,467.0,384.0,8.8,11.4,413386.0,75318.0,0.0,0.0,0.0,0.0,0.0,3.2,5.4,407.6,641.6,7.0,1389.0,1634174.0,73.0,67.59149915479897,5.408500845201033,5.408500845201033,severe
1.0,0.0,481.0,53.0,57.0,1.2,0.6,16429.0,15214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.14,84.77,1.0,7217.0,1867607.0,97.0,93.4458564419592,3.5541435580408063,3.5541435580408063,high
393.0,404.0,4310.0,273.0,141.0,0.6,2.0,224160.0,245543.0,10.18,14.97,14.97,0.0,8.98,17.56,30.94,37.13,113.17,3.8,264.0,1333863.0,89.0,86.23280341412574,2.7671965858742595,2.7671965858742595,high
17.0,3.0,3680.0,200.0,152.0,2.0,2.2,256835.0,87761.0,5.4,11.4,31.8,70.0,2.2,2.6,3.8,141.2,273.2,3.2,159.0,1526898.0,86.0,83.35824814411953,2.6417518558804716,2.6417518558804716,high
20.0,6.0,4048.0,498.0,162.0,2.2,3.4,100701.0,25574.0,0.0,0.0,0.0,0.0,0.2,60.6,63.8,129.2,366.2,1.7,918.0,981229.0,79.0,74.70201068359994,4.297989316400063,4.297989316400063,high
11.0,8.0,2549.0,192.0,134.0,2.99,3.99,274418.0,39942.0,0.6,1.0,1.0,0.0,1.8,1.6,2.0,210.98,315.37,1.5,383.0,1015162.0,87.0,84.20285089269169,2.7971491073083143,2.7971491073083143,high
31.0,3.0,3748.0,343.0,276.0,5.6,5.2,161126.0,93390.0,0.0,0.0,0.0,0.0,3.2,4.0,4.6,220.6,432.6,2.2,534.0,1073170.0,81.0,78.08630815435154,2.913691845648458,2.913691845648458,high
1.0,0.0,2282.0,401.0,210.0,0.2,0.2,12692.0,54386.0,0.2,0.2,0.2,0.0,0.2,0.6,0.8,19.2,37.8,1.6,235.0,1742318.0,88.0,90.76526210108517,-2.7652621010851703,2.7652621010851703,high
6.0,0.0,2623.0,112.0,112.0,2.2,0.8,105701.0,61083.0,1.0,1.0,2.8,5.4,0.0,4.8,9.2,110.8,183.8,2.4,169.0,1626877.0,92.0,87.9606435350653,4.0393564649346985,4.0393564649346985,high
2.0,0.0,1567.0,133.0,137.0,0.2,0.2,41338.0,73068.0,0.0,0.0,0.0,0.0,0.0,1.6,2.4,18.8,23.6,2.0,6175.0,1727312.0,96.0,93.17582008401969,2.8241799159803094,2.8241799159803094,high
19.0,5.0,5535.0,739.0,654.0,11.2,21.6,602850.0,387484.0,0.4,0.8,0.8,0.0,1.4,1.2,1.4,565.8,814.0,5.0,421.0,1010981.0,61.0,58.361681867667954,2.6383181323320457,2.6383181323320457,high
0.0,0.0,1665.0,117.0,80.0,0.4,0.8,4611.0,45409.0,0.0,0.0,0.0,0.0,0.0,1.4,2.2,35.4,47.6,2.6,433.0,1754104.0,86.0,90.98612253676563,-4.9861225367656345,4.9861225367656345,high
10.0,3.0,3028.0,283.0,175.0,1.4,1.2,374314.0,66447.0,0.0,0.0,0.0,0.0,0.4,35.0,35.6,104.4,236.2,3.6,3045.0,1419264.0,87.0,83.53784258989187,3.4621574101081336,3.4621574101081336,high
2.0,0.0,849.0,36.0,30.0,1.2,6.4,20978.0,6748.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,57.2,80.0,2.0,875.0,1751528.0,88.0,93.60367291610878,-5.603672916108778,5.603672916108778,severe
1.0,0.0,2912.0,247.0,145.0,0.2,0.2,259647.0,152073.0,11.18,22.36,22.36,0.0,12.57,4.59,9.18,31.94,60.28,1.0,326.0,1015325.0,86.0,89.20888349436365,-3.208883494363647,3.208883494363647,high
66.0,59.0,5976.0,1045.0,991.0,4.99,3.99,1104612.0,829940.0,0.0,0.0,0.0,0.0,0.6,48.9,49.5,298.6,468.06,1.0,715.0,1115499.0,64.0,67.63673683431092,-3.6367368343109234,3.6367368343109234,high
0.0,0.0,247.0,35.0,37.0,0.0,0.0,2609.0,5855.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,4.0,0.8,2.0,583.0,1745904.0,92.0,94.9627676623627,-2.962767662362694,2.962767662362694,high
50.0,62.0,3443.0,468.0,327.0,5.4,3.0,178546.0,78089.0,4.6,15.2,51.6,114.8,1.6,35.2,35.8,261.6,578.6,1.3,171.0,966218.0,76.0,72.78323636853041,3.2167636314695898,3.2167636314695898,high
33.0,16.0,4611.0,348.0,166.0,2.6,4.6,215913.0,85675.0,0.0,0.0,0.0,0.0,1.6,10.2,11.8,136.4,359.4,6.4,1134.0,1304538.0,77.0,79.61446294311965,-2.6144629431196478,2.6144629431196478,high
0.0,0.0,605.0,80.0,37.0,0.2,0.2,284759.0,271101.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.6,17.0,2.4,1315.0,1762011.0,98.0,93.18822011534773,4.8117798846522675,4.8117798846522675,high
17.0,2.0,4377.0,348.0,263.0,4.0,2.4,248105.0,159199.0,1.6,1.6,1.6,0.0,1.0,3.6,26.6,253.0,374.4,5.0,397.0,1070579.0,75.0,78.79942854524865,-3.799428545248645,3.799428545248645,high
20.0,0.0,2710.0,115.0,144.0,0.6,0.6,16730.0,61107.0,6.0,23.8,40.0,126.8,0.2,25.4,41.2,57.8,205.2,1.0,183.0,1018200.0,90.0,87.13440343913967,2.8655965608603253,2.8655965608603253,high
0.0,0.0,248.0,16.0,29.0,0.6,0.4,800.0,7862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.94,42.91,1.8,970.0,1757734.0,89.0,94.13825897940036,-5.138258979400362,5.138258979400362,high
680.0,9.0,4355.0,186.0,171.0,0.2,0.2,88093.0,181024.0,0.0,0.0,0.0,0.0,0.0,61.12,63.33,21.64,78.16,2.2,572.0,1064629.0,71.0,82.60273103160146,-11.602731031601465,11.602731031601465,severe
28.0,36.0,2862.0,193.0,101.0,3.8,4.2,217700.0,62552.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,219.6,331.4,2.4,390.0,1767661.0,79.0,84.23565744943332,-5.235657449433319,5.235657449433319,severe
55.0,76.0,4119.0,285.0,206.0,1.6,2.8,126303.0,102504.0,6.4,8.6,8.6,0.0,1.2,18.2,22.2,85.4,194.2,1.0,283.0,982560.0,79.0,81.82162220372734,-2.821622203727344,2.821622203727344,high
4.0,1.0,2931.0,123.0,77.0,1.4,5.4,189194.0,2538.0,0.0,0.0,0.0,0.0,0.0,5.0,6.6,141.6,267.4,3.2,582.0,1411947.0,90.0,85.18462948327306,4.815370516726944,4.815370516726944,high
16.0,5.0,3116.0,289.0,190.0,0.6,0.6,325948.0,52640.0,0.4,0.6,0.6,0.0,0.4,28.4,45.2,60.2,219.8,1.0,400.0,969106.0,87.0,83.2233419743726,3.7766580256273983,3.7766580256273983,high
65.0,6.0,2532.0,166.0,125.0,0.6,0.8,38998.0,80415.0,6.19,20.16,27.35,36.13,1.0,21.36,22.75,61.88,183.83,1.0,342.0,1036602.0,81.0,88.07529793381545,-7.075297933815449,7.075297933815449,severe
0.0,0.0,1179.0,83.0,171.0,0.2,0.2,38433.0,24002.0,0.8,1.0,0.8,0.0,0.0,1.2,1.2,15.2,25.8,3.2,180.0,1710194.0,97.0,94.05357879861492,2.9464212013850783,2.9464212013850783,high
2.0,0.0,3174.0,430.0,189.0,0.4,1.4,258274.0,192465.0,3.0,4.2,4.2,0.0,0.6,5.4,9.6,32.6,78.4,4.4,239.0,1539834.0,91.0,88.07427834338642,2.9257216566135753,2.9257216566135753,high
4.0,0.0,3296.0,179.0,99.0,2.4,2.8,261026.0,29326.0,0.0,0.0,0.0,0.0,0.4,4.6,5.6,171.2,281.0,1.0,859.0,1017344.0,64.0,84.0225333149182,-20.022533314918206,20.022533314918206,severe
114.0,100.0,2969.0,224.0,151.0,7.41,18.64,136034.0,84091.0,8.42,31.26,93.99,173.35,1.6,42.89,80.76,311.62,557.11,1.3,130.0,1074519.0,67.0,70.99841400633213,-3.9984140063321263,3.9984140063321263,high
2.0,0.0,1560.0,111.0,143.0,0.8,1.2,143877.0,323124.0,4.8,9.8,14.4,15.6,0.2,14.6,29.2,54.8,94.2,2.8,238.0,1766866.0,84.0,88.18537883067137,-4.185378830671368,4.185378830671368,high
277.0,296.0,3809.0,566.0,472.0,7.4,6.4,459817.0,349319.0,16.4,39.6,93.8,149.4,4.6,52.6,81.2,350.8,784.2,4.8,207.0,1039954.0,56.0,61.59052493258375,-5.590524932583747,5.590524932583747,severe
0.0,0.0,579.0,63.0,39.0,0.0,0.0,1601.0,17342.0,1.4,1.4,1.4,0.0,0.0,0.2,0.2,0.0,0.6,1.6,240.0,1755790.0,91.0,94.93872628599439,-3.9387262859943917,3.9387262859943917,high
14.0,13.0,1642.0,194.0,201.0,0.4,1.0,587932.0,495713.0,0.4,0.8,0.8,0.0,0.4,55.09,105.99,31.34,68.06,1.0,645.0,1082777.0,81.0,83.76973054017131,-2.7697305401713095,2.7697305401713095,high
28.0,26.0,4492.0,312.0,135.0,1.8,2.2,231071.0,29774.0,0.0,0.0,0.0,0.0,0.4,5.0,9.4,138.2,216.8,2.8,441.0,1379102.0,88.0,82.35916515111286,5.640834848887138,5.640834848887138,severe
8.0,0.0,4402.0,569.0,493.0,8.2,2.2,336436.0,31299.0,0.6,0.6,0.6,0.0,2.4,7.4,7.4,394.6,642.8,1.0,340.0,1027978.0,73.0,69.23390693803167,3.766093061968334,3.766093061968334,high
16.0,0.0,4343.0,189.0,200.0,5.2,3.2,114332.0,129891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.2,341.8,4.2,2785.0,1647862.0,84.0,80.96665689605477,3.033343103945228,3.033343103945228,high
7.0,1.0,776.0,70.0,47.0,0.4,0.4,13890.0,20383.0,1.2,1.2,1.2,0.0,0.2,7.21,13.03,42.69,78.76,1.0,244.0,1017748.0,97.0,94.30618648962472,2.6938135103752785,2.6938135103752785,high
2.0,0.0,1691.0,197.0,111.0,0.6,2.2,28881.0,30377.0,0.4,0.4,0.4,0.0,0.0,3.2,3.2,50.6,80.4,1.0,153.0,1057536.0,94.0,90.8261069448218,3.1738930551781976,3.1738930551781976,high
181.0,6.0,4923.0,286.0,254.0,3.39,3.19,211213.0,235251.0,0.0,0.0,0.0,0.0,0.0,10.38,13.57,136.93,234.13,3.4,2750.0,1636152.0,77.0,81.35079985302782,-4.350799853027823,4.350799853027823,high
6.0,0.0,3334.0,631.0,157.0,5.6,7.0,468101.0,46656.0,25.6,131.8,252.8,739.8,1.0,11.6,15.6,345.4,780.6,1.3,112.0,1112576.0,63.0,67.33671633227618,-4.336716332276183,4.336716332276183,high
1.0,0.0,481.0,101.0,96.0,0.2,0.2,162345.0,131193.0,0.6,1.2,1.0,0.0,15.2,0.2,0.2,21.6,35.4,3.8,403.0,1711790.0,92.0,95.22982028890705,-3.2298202889070495,3.2298202889070495,high
1.0,0.0,1547.0,115.0,86.0,1.2,3.4,53184.0,91654.0,0.0,0.0,0.0,0.0,0.0,8.2,12.6,88.2,127.0,3.6,458.0,1094496.0,86.0,90.4896281200995,-4.489628120099496,4.489628120099496,high
37.0,33.0,2128.0,330.0,288.0,3.0,3.8,289446.0,109712.0,0.0,0.0,0.0,0.0,0.0,4.6,6.8,162.6,280.8,2.0,724.0,1122869.0,81.0,84.14342998469118,-3.1434299846911813,3.1434299846911813,high
1.0,0.0,354.0,66.0,59.0,0.2,0.2,152787.0,18630.0,1.2,1.4,1.4,0.0,0.0,6.99,10.18,15.57,37.33,1.8,202.0,1740099.0,90.0,93.32804841294274,-3.328048412942735,3.328048412942735,high
11.0,0.0,3251.0,485.0,403.0,9.6,4.0,272686.0,21411.0,0.0,0.0,0.0,0.0,0.0,2.8,4.8,517.8,686.2,1.8,6464.0,1849030.0,71.0,73.93541433839026,-2.9354143383902596,2.9354143383902596,high
44.0,1.0,2417.0,283.0,559.0,1.6,2.4,80297.0,128013.0,0.0,0.0,0.0,0.0,0.2,16.6,16.8,64.0,93.2,2.2,1388.0,1714877.0,80.0,87.2120916786705,-7.212091678670504,7.212091678670504,severe
1.0,1.0,1571.0,109.0,85.0,0.2,0.2,7696.0,57951.0,0.6,0.6,1.2,0.6,0.0,1.2,1.4,16.0,38.6,1.2,144.0,1002419.0,96.0,93.19564374808542,2.8043562519145837,2.8043562519145837,high
0.0,0.0,1792.0,60.0,72.0,0.2,0.2,3164.0,8671.0,0.6,0.6,0.6,0.0,0.2,0.2,0.2,14.8,22.8,2.2,315.0,1715520.0,98.0,95.3317115150376,2.668288484962403,2.668288484962403,high
17.0,1.0,1972.0,142.0,72.0,3.38,6.16,126748.0,18912.0,0.0,0.0,0.0,0.0,0.0,5.17,21.47,140.16,266.0,3.0,520.0,1010212.0,90.0,85.81483545663522,4.1851645433647775,4.1851645433647775,high
4.0,1.0,3290.0,341.0,307.0,2.0,3.6,342177.0,33866.0,2.0,2.4,2.4,0.0,0.6,6.8,10.6,112.4,231.0,1.3,340.0,1093653.0,86.0,82.59619509328567,3.4038049067143277,3.4038049067143277,high
28.0,0.0,4875.0,252.0,173.0,0.8,1.2,138830.0,48403.0,27.35,62.48,157.49,426.75,0.2,30.94,65.27,73.05,210.18,1.2,139.0,1015904.0,83.0,79.48913166376165,3.510868336238346,3.510868336238346,high
7.0,0.0,1261.0,75.0,29.0,3.6,4.0,130020.0,29856.0,0.0,0.0,0.0,0.0,0.0,6.4,9.4,321.0,331.6,3.0,1926.0,1804962.0,80.0,82.81741693246083,-2.81741693246083,2.81741693246083,high
61.0,81.0,3280.0,154.0,134.0,0.6,0.6,147416.0,194494.0,0.0,0.0,0.0,0.0,0.0,5.0,5.6,105.0,63.8,3.4,1046.0,1549746.0,87.0,90.01430253870022,-3.014302538700221,3.014302538700221,high
11.0,0.0,4449.0,612.0,528.0,10.0,3.0,290561.0,19801.0,6.2,9.4,30.2,65.4,0.2,0.4,0.4,479.0,815.4,1.5,183.0,1015698.0,70.0,64.63356942975325,5.366430570246749,5.366430570246749,severe
2.0,1.0,3274.0,245.0,176.0,0.4,0.8,303552.0,102946.0,0.0,0.0,0.0,0.0,0.0,11.0,17.2,40.0,96.8,2.8,1161.0,1043141.0,73.0,87.31531155086022,-14.315311550860216,14.315311550860216,severe
57.0,76.0,3219.0,328.0,182.0,1.8,1.4,247623.0,202180.0,0.0,0.0,0.0,0.0,0.0,9.98,17.37,94.81,182.44,1.3,668.0,1063253.0,80.0,84.32149133221242,-4.3214913322124175,4.3214913322124175,high
3.0,0.0,1008.0,72.0,58.0,2.2,3.59,53647.0,14442.0,2.2,6.99,10.58,17.17,0.2,0.0,0.0,162.67,198.4,2.2,211.0,997396.0,94.0,90.1997693260392,3.8002306739607974,3.8002306739607974,high
12.0,10.0,315.0,43.0,27.0,0.4,0.4,22934.0,10444.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,35.2,46.6,1.6,436.0,1744928.0,91.0,94.13694750218457,-3.1369475021845687,3.1369475021845687,high
10.0,4.0,4758.0,276.0,187.0,2.2,2.4,326597.0,138722.0,0.0,0.0,0.0,0.0,0.0,11.38,12.57,161.08,239.52,5.6,1514.0,1343109.0,72.0,81.10429048968558,-9.104290489685582,9.104290489685582,severe
6.0,0.0,1480.0,70.0,86.0,5.8,16.6,37016.0,60141.0,2.8,9.0,16.6,17.8,0.2,6.4,6.8,188.0,393.4,2.0,443.0,1081386.0,85.0,81.58373968541869,3.416260314581308,3.416260314581308,high
2.0,0.0,1850.0,259.0,163.0,1.8,0.6,89563.0,43126.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,93.4,130.2,2.0,1697.0,1767690.0,82.0,89.70562737846515,-7.705627378465152,7.705627378465152,severe
15.0,5.0,7183.0,845.0,609.0,9.98,6.99,314269.0,47208.0,8.78,75.45,107.39,212.18,1.6,10.98,14.37,533.13,874.25,8.6,241.0,1436899.0,50.0,57.04582884902617,-7.045828849026172,7.045828849026172,severe
36.0,38.0,3291.0,461.0,336.0,8.8,3.8,265082.0,19912.0,0.0,0.0,0.0,0.0,0.0,3.0,5.4,506.0,644.6,3.0,6445.0,1849002.0,72.0,75.41291266788696,-3.412912667886957,3.412912667886957,high
13.0,12.0,2859.0,459.0,215.0,0.6,2.0,652144.0,585464.0,0.6,0.6,0.6,0.0,1.0,5.0,5.4,28.6,89.4,3.2,220.0,1043795.0,91.0,88.21061971525515,2.7893802847448512,2.7893802847448512,high
19.0,12.0,7284.0,506.0,321.0,5.39,6.19,386171.0,72448.0,2.4,4.19,5.39,4.39,0.8,20.36,21.76,235.33,461.08,2.8,439.0,998836.0,74.0,67.62645423426764,6.373545765732359,6.373545765732359,severe
58.0,73.0,4483.0,795.0,436.0,1.4,2.8,124437.0,16244.0,0.6,0.6,0.6,0.0,0.4,0.4,0.8,157.8,189.4,3.8,373.0,1536698.0,77.0,80.23531217242252,-3.2353121724225247,3.2353121724225247,high
2.0,1.0,4381.0,140.0,154.0,0.4,1.8,22358.0,25160.0,0.4,0.4,0.4,0.0,0.6,0.2,0.2,37.2,60.0,1.5,313.0,1015656.0,94.0,89.76448445240194,4.235515547598055,4.235515547598055,high
4.0,0.0,1508.0,175.0,147.0,1.8,2.2,179589.0,66684.0,0.0,0.0,0.0,0.0,0.0,12.4,12.4,101.6,190.0,1.2,336.0,1012502.0,92.0,89.1394908011138,2.8605091988862057,2.8605091988862057,high
7.0,0.0,3739.0,162.0,141.0,0.8,3.21,92903.0,92426.0,6.21,8.22,7.82,0.0,0.8,10.62,14.43,42.28,98.8,5.2,234.0,977153.0,93.0,87.77062166715648,5.229378332843524,5.229378332843524,severe
13.0,3.0,3576.0,467.0,176.0,4.8,5.4,276569.0,51757.0,10.6,50.8,130.4,214.0,1.0,14.0,46.6,309.8,638.8,1.0,161.0,1119142.0,72.0,69.25859564018685,2.7414043598131457,2.7414043598131457,high
16.0,13.0,1163.0,85.0,103.0,0.6,0.4,206377.0,154758.0,0.0,0.0,0.0,0.0,0.0,1.8,2.6,97.0,48.2,2.6,475.0,1513082.0,91.0,93.99943292764728,-2.999432927647277,2.999432927647277,high
11.0,10.0,3175.0,159.0,127.0,1.8,2.8,15819.0,25258.0,0.0,0.0,0.0,0.0,0.0,8.8,9.0,80.6,157.8,2.3,687.0,990960.0,91.0,86.2377549611263,4.762245038873701,4.762245038873701,high
2.0,0.0,756.0,84.0,13.0,1.4,1.6,188486.0,9167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.8,166.4,1.4,7618.0,1878770.0,95.0,92.20485037571939,2.7951496242806115,2.7951496242806115,high
